Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Revenue
490504,21010,ETCHED GLASS BIRD TREE DECORATION,6,2009-12-06 14:03:00,1.25,15311,United Kingdom,7.5
490533,21224,SET/4 SKULL BADGES,10,2009-12-06 16:07:00,1.25,17610,United Kingdom,12.5
490636,21592,RETRO SPOT  CIGAR BOX MATCHES ,1,2009-12-07 12:08:00,1.25,13564,United Kingdom,1.25
490692,21892,TRADITIONAL WOODEN CATCH CUP GAME ,72,2009-12-07 13:57:00,1.25,16018,United Kingdom,90.0
490719,84371,BIG PINK POODLE,1,2009-12-07 15:42:00,19.95,13042,United Kingdom,19.95
490724,15056BL,EDWARDIAN PARASOL BLACK,12,2009-12-07 16:17:00,5.95,13767,United Kingdom,71.4
490959,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,6,2009-12-08 15:14:00,4.95,12682,France,29.700000000000003
490964,21077,SET/20 WOODLAND PAPER NAPKINS ,1,2009-12-08 16:09:00,0.85,14646,Netherlands,0.85
490989,21041,RED SPOTTY OVEN GLOVE DOUBLE,6,2009-12-08 17:08:00,2.95,15674,United Kingdom,17.700000000000003
491009,22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",10,2009-12-08 18:06:00,0.85,15203,United Kingdom,8.5
491068,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,2,2009-12-09 12:18:00,9.95,15768,United Kingdom,19.9
491082,21804,WHITE CHRISTMAS GARLAND STARS TREES,12,2009-12-09 13:16:00,3.75,16709,United Kingdom,45.0
491175,22190,LOCAL CAFE MUG,24,2009-12-10 11:47:00,2.1,15085,United Kingdom,50.400000000000006
491450,21868,POTTING SHED TEA MUG,72,2009-12-11 11:06:00,1.06,14739,United Kingdom,76.32000000000001
491452,21485,RED SPOT HEART HOT WATER BOTTLE,2,2009-12-11 11:10:00,4.95,17238,United Kingdom,9.9
491627,85099B,JUMBO BAG RED WHITE SPOTTY ,20,2009-12-11 14:33:00,1.95,13819,United Kingdom,39.0
491645,20674,GREEN SPOTTY BOWL,1,2009-12-11 16:54:00,1.25,17860,United Kingdom,1.25
491667,20726,LUNCH BAG WOODLAND,1,2009-12-13 11:34:00,1.65,15503,United Kingdom,1.65
491667,21874,GIN AND TONIC MUG,1,2009-12-13 11:34:00,1.25,15503,United Kingdom,1.25
491695,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,1,2009-12-13 13:27:00,4.95,15850,United Kingdom,4.95
491726,37500,TEA TIME TEAPOT IN GIFT BOX,2,2009-12-14 08:40:00,9.95,12439,Cyprus,19.9
491743,15056N,EDWARDIAN PARASOL NATURAL,8,2009-12-14 11:00:00,5.95,13767,United Kingdom,47.6
491805,21482,MUSHROOM BLUE HOT WATER BOTTLE,6,2009-12-14 13:10:00,2.95,12613,Germany,17.700000000000003
491811,48185,DOOR MAT FAIRY CAKE,2,2009-12-14 13:22:00,6.75,12835,United Kingdom,13.5
491961,21955,UNION JACK GUNS & ROSES  DOORMAT,10,2009-12-14 16:36:00,5.95,15640,United Kingdom,59.5
491965,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4,2009-12-14 17:03:00,3.75,13000,United Kingdom,15.0
492224,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,45,2009-12-15 18:22:00,2.1,12748,United Kingdom,94.5
492235,21790,VINTAGE SNAP CARDS,24,2009-12-15 19:06:00,0.85,14460,United Kingdom,20.4
492241,22244,"HOOK, 3 HANGER ,MAGIC GARDEN",12,2009-12-16 09:17:00,1.95,14769,United Kingdom,23.4
492241,21976,PACK OF 60 MUSHROOM CAKE CASES,24,2009-12-16 09:17:00,0.55,14769,United Kingdom,13.200000000000001
492342,37502,TEA TIME MUG IN GIFT BOX,2,2009-12-16 12:32:00,2.95,14527,United Kingdom,5.9
492358,21212,PACK OF 72 RETRO SPOT CAKE CASES,240,2009-12-16 13:22:00,0.42,16779,United Kingdom,100.8
492370,84625B,BLCK NEW BAROQUE CANDLESTICK CANDLE,2,2009-12-16 14:12:00,2.95,16891,United Kingdom,5.9
492592,72741,GRAND CHOCOLATECANDLE,18,2009-12-17 15:41:00,1.45,17400,United Kingdom,26.099999999999998
492799,21908,CHOCOLATE THIS WAY METAL SIGN,6,2009-12-20 11:36:00,2.1,17865,United Kingdom,12.600000000000001
493188,17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,3,2009-12-22 12:38:00,0.29,15581,United Kingdom,0.8699999999999999
493393,22312,OFFICE MUG WARMER POLKADOT,6,2009-12-23 13:00:00,4.95,12539,Spain,29.700000000000003
493395,22031,BOTANICAL LAVENDER BIRTHDAY CARD,12,2009-12-23 13:41:00,0.42,12539,Spain,5.04
493739,72750D,F.FAIRY S/3 CANDLE/GLASS,8,2010-01-06 12:16:00,1.95,14194,United Kingdom,15.6
493841,21592,RETRO SPOT  CIGAR BOX MATCHES ,24,2010-01-07 14:04:00,1.25,13394,United Kingdom,30.0
493946,84992,72 SWEETHEART FAIRY CAKE CASES,48,2010-01-08 12:16:00,0.55,15607,United Kingdom,26.400000000000002
493948,48194,DOORMAT HEARTS,3,2010-01-08 12:38:00,6.75,16772,United Kingdom,20.25
493953,85231G,ORANGE SCENTED SET/9 T-LIGHTS,12,2010-01-08 14:04:00,0.85,14327,United Kingdom,10.2
493962,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,2,2010-01-08 15:19:00,0.95,15311,United Kingdom,1.9
493971,22348,TEA BAG PLATE RED SPOTTY ,2,2010-01-10 10:26:00,0.85,13259,United Kingdom,1.7
494079,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,1,2010-01-11 12:19:00,2.95,12835,United Kingdom,2.95
494148,22265,EASTER DECORATION NATURAL CHICK,1,2010-01-11 14:45:00,0.65,15311,United Kingdom,0.65
494239,22244,"HOOK, 3 HANGER ,MAGIC GARDEN",1,2010-01-12 15:48:00,1.95,14081,United Kingdom,1.95
494240,79342B,BROWN FLOWER LIGHTS,2,2010-01-12 15:50:00,6.75,16858,United Kingdom,13.5
494243,84792,ENCHANTED BIRD COATHANGER 5 HOOK,120,2010-01-12 15:57:00,2.8,18102,United Kingdom,336.0
494359,20828,GLITTER BUTTERFLY CLIPS,1,2010-01-13 15:24:00,2.55,17962,United Kingdom,2.55
494359,79534,MULTICOLOUR GLASS PLATE,2,2010-01-13 15:24:00,0.55,17962,United Kingdom,1.1
494384,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,9,2010-01-14 08:30:00,2.55,16304,United Kingdom,22.95
494467,21172,PARTY METAL SIGN ,2,2010-01-14 14:29:00,1.45,15046,United Kingdom,2.9
494471,85231E,STRAWBERRY SCENTED SET/9 T-LIGHTS,2,2010-01-14 14:48:00,0.85,13680,United Kingdom,1.7
494471,84990,60 GOLD AND SILVER FAIRY CAKE CASES,3,2010-01-14 14:48:00,0.55,13680,United Kingdom,1.6500000000000001
494479,21622,VINTAGE UNION JACK CUSHION COVER,2,2010-01-14 15:47:00,4.95,17032,United Kingdom,9.9
494507,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,2,2010-01-14 19:50:00,2.95,15031,United Kingdom,5.9
494625,48138,DOOR MAT UNION FLAG,1,2010-01-15 15:47:00,6.75,17851,United Kingdom,6.75
494625,22236,CAKE STAND 3 TIER MAGIC GARDEN,1,2010-01-15 15:47:00,12.75,17851,United Kingdom,12.75
494635,72225C,LAVENDER SCENT CAKE CANDLE,24,2010-01-15 17:36:00,0.29,15945,United Kingdom,6.959999999999999
494636,20674,GREEN SPOTTY BOWL,4,2010-01-17 10:27:00,1.25,16335,United Kingdom,5.0
494640,22131,FOOD CONTAINER SET 3 LOVE HEART ,3,2010-01-17 11:31:00,1.95,17801,United Kingdom,5.85
494660,72225C,LAVENDER SCENT CAKE CANDLE,24,2010-01-17 13:55:00,0.29,13831,United Kingdom,6.959999999999999
494670,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,6,2010-01-17 15:22:00,2.95,13178,United Kingdom,17.700000000000003
494672,22122,SET OF 2 FANCY FONT TEA TOWELS,1,2010-01-17 15:46:00,2.95,14404,United Kingdom,2.95
494778,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,2010-01-18 12:48:00,12.75,14461,United Kingdom,12.75
494873,21035,SET/2 RED SPOTTY TEA TOWELS ,6,2010-01-19 12:26:00,2.95,12589,France,17.700000000000003
494891,47580,TEA TIME DES TEA COSY,4,2010-01-19 13:23:00,2.55,12733,USA,10.2
495030,84247G,"DECOUPAGE,GREETING CARD,",12,2010-01-20 14:04:00,0.42,13982,United Kingdom,5.04
495351,84791,GINGHAM HEART DECORATION,4,2010-01-24 11:03:00,2.95,17618,United Kingdom,11.8
495351,20828,GLITTER BUTTERFLY CLIPS,8,2010-01-24 11:03:00,2.55,17618,United Kingdom,20.4
495366,21121,SET/10 RED SPOTTY PARTY CANDLES,4,2010-01-24 12:21:00,1.25,16255,United Kingdom,5.0
495383,22026,BANQUET BIRTHDAY  CARD  ,12,2010-01-24 14:19:00,0.42,17141,United Kingdom,5.04
495389,21357,TOAST ITS - DINOSAUR,3,2010-01-24 15:14:00,1.25,14044,United Kingdom,3.75
495504,22066,LOVE HEART TRINKET POT,2,2010-01-25 13:14:00,1.45,16795,United Kingdom,2.9
495591,22087,PAPER BUNTING WHITE LACE,40,2010-01-26 10:25:00,2.55,14646,Netherlands,102.0
495718,22148,EASTER CRAFT 4 CHICKS ,4,2010-01-26 14:25:00,1.95,16791,United Kingdom,7.8
495917,21792,CLASSIC FRENCH STYLE BASKET GREEN ,4,2010-01-27 13:20:00,6.75,12921,United Kingdom,27.0
496012,21042,RED SPOTTY APRON ,10,2010-01-28 12:59:00,5.95,16779,United Kingdom,59.5
496047,21240,BLUE  SPOTTY CUP,16,2010-01-28 14:31:00,0.85,14831,United Kingdom,13.6
496063,84992,72 SWEETHEART FAIRY CAKE CASES,48,2010-01-28 15:45:00,0.55,15137,United Kingdom,26.400000000000002
496069,22030,SWALLOWS GREETING CARD,12,2010-01-28 16:07:00,0.42,13093,United Kingdom,5.04
496073,21818,GLITTER CHRISTMAS HEART ,36,2010-01-28 17:13:00,0.85,13174,United Kingdom,30.599999999999998
496089,21437,24 HANGING EASTER EGGS FLORAL TUB,4,2010-01-29 09:21:00,3.75,17465,United Kingdom,15.0
496094,46000U,POLYESTER FILLER PAD 30CMx30CM,2,2010-01-29 10:13:00,1.25,15192,United Kingdom,2.5
496292,21657,MILK BOTTLE WITH GLASS STOPPER ,1,2010-01-31 10:08:00,6.95,13259,United Kingdom,6.95
496461,22365,DOORMAT RESPECTABLE HOUSE,4,2010-02-01 14:37:00,6.75,18231,United Kingdom,27.0
496510,22080,RIBBON REEL SPOTS DESIGN ,10,2010-02-02 10:47:00,1.65,14016,EIRE,16.5
496518,21669,BLUE STRIPE CERAMIC DRAWER KNOB,96,2010-02-02 12:03:00,1.06,13854,United Kingdom,101.76
496551,21984,PACK OF 12 PINK PAISLEY TISSUES ,12,2010-02-02 13:13:00,0.29,13975,United Kingdom,3.4799999999999995
496587,22025,RING OF ROSES BIRTHDAY CARD,12,2010-02-02 14:22:00,0.42,15550,United Kingdom,5.04
496651,47504K,ENGLISH ROSE GARDEN SECATEURS,2,2010-02-03 12:21:00,1.95,13553,United Kingdom,3.9
496690,22210,WOOD STAMP SET BEST WISHES,2,2010-02-03 13:09:00,1.65,14399,United Kingdom,3.3
496704,21718,RED METAL BEACH SPADE ,12,2010-02-03 13:24:00,1.25,16709,United Kingdom,15.0
496770,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,4,2010-02-03 15:19:00,2.95,15015,United Kingdom,11.8
496770,21541,DINOSAURS WATER TRANSFER TATTOOS ,4,2010-02-03 15:19:00,0.85,15015,United Kingdom,3.4
496872,84691,PACK 20 DOLLY PEGS,3,2010-02-04 13:34:00,0.85,14648,United Kingdom,2.55
496872,22228,BUNNY WOODEN PAINTED WITH BIRD ,1,2010-02-04 13:34:00,0.85,14648,United Kingdom,0.85
496900,84682,CLASSICAL ROSE DISH,6,2010-02-04 14:19:00,2.95,17138,United Kingdom,17.700000000000003
497157,48111,DOOR MAT 3 SMILEY CATS,200,2010-02-05 16:25:00,4.0,18102,United Kingdom,800.0
497214,47591B,SCOTTIES DES CHILD'S APRON,2,2010-02-07 14:10:00,1.65,14562,United Kingdom,3.3
497221,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,2,2010-02-07 15:07:00,0.85,17550,United Kingdom,1.7
497240,20727,LUNCH BAG  BLACK SKULL.,10,2010-02-08 11:06:00,1.65,16161,United Kingdom,16.5
497351,20658,RED SPOTTY LUGGAGE TAG,1,2010-02-08 16:23:00,1.25,15892,United Kingdom,1.25
497495,22050,PINK PAISLEY ROSE GIFT WRAP,25,2010-02-10 08:46:00,0.42,12932,United Kingdom,10.5
497620,20981,12 PENCILS TALL TUBE WOODLAND,5,2010-02-11 12:23:00,0.85,12835,United Kingdom,4.25
497740,21244,BLUE  SPOTTY PLATE ,8,2010-02-12 10:26:00,1.69,13815,Germany,13.52
497842,21544,SKULLS  WATER TRANSFER TATTOOS ,12,2010-02-12 15:46:00,0.85,12976,United Kingdom,10.2
497876,22291,"SPRING DEC , HANGING CHICK CREAM",24,2010-02-14 11:04:00,1.45,13050,United Kingdom,34.8
497876,84912A,PINK ROSE WASHBAG,4,2010-02-14 11:04:00,3.75,13050,United Kingdom,15.0
497912,22262,FELT EGG COSY CHICKEN,4,2010-02-14 14:35:00,0.85,12867,United Kingdom,3.4
497913,22029,SPACE BOY BIRTHDAY CARD,24,2010-02-14 14:38:00,0.42,16713,United Kingdom,10.08
497931,85066,CREAM SWEETHEART MINI CHEST,16,2010-02-15 09:48:00,10.95,14258,United Kingdom,175.2
497958,47591C,BLUE FAIRY CAKE CHILD'S APRON,3,2010-02-15 13:20:00,1.95,14680,United Kingdom,5.85
498049,22045,SPACEBOY GIFT WRAP,25,2010-02-16 11:13:00,0.42,13407,United Kingdom,10.5
498096,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,2010-02-16 12:59:00,1.95,12836,United Kingdom,3.9
498096,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2010-02-16 12:59:00,7.95,12836,United Kingdom,15.9
498161,21899,"KEY FOB , GARAGE DESIGN",24,2010-02-17 12:03:00,0.65,15251,United Kingdom,15.600000000000001
498164,21524,DOOR MAT SPOTTY HOME SWEET HOME,2,2010-02-17 12:40:00,7.49,13613,United Kingdom,14.98
498238,84839,SWEETHEART KEY CABINET,1,2010-02-17 14:35:00,6.75,15768,United Kingdom,6.75
498395,22127,PARTY CONES CARNIVAL ASSORTED,120,2010-02-18 15:13:00,1.06,14646,Netherlands,127.2
498434,85065,CREAM SWEETHEART TRAYS,4,2010-02-18 18:20:00,12.75,13952,United Kingdom,51.0
498548,75013B,"STRING OF 8 BUTTERFLIES,PINK",1,2010-02-19 17:40:00,1.65,17400,United Kingdom,1.65
498587,20727,LUNCH BAG  BLACK SKULL.,10,2010-02-21 15:16:00,1.65,15928,United Kingdom,16.5
498610,85230G,ORANGE VOTIVE CANDLE,24,2010-02-22 09:17:00,0.29,13393,United Kingdom,6.959999999999999
498618,37503,TEA TIME CAKE STAND IN GIFT BOX,2,2010-02-22 10:24:00,10.75,15382,United Kingdom,21.5
498636,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2010-02-22 11:11:00,3.75,14159,United Kingdom,7.5
498719,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,36,2010-02-22 13:44:00,1.25,13854,United Kingdom,45.0
498724,47591B,SCOTTIES DES CHILD'S APRON,32,2010-02-22 14:59:00,1.65,13340,United Kingdom,52.8
498746,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,8,2010-02-22 16:36:00,3.75,13513,United Kingdom,30.0
498853,21041,RED SPOTTY OVEN GLOVE DOUBLE,120,2010-02-23 12:08:00,2.55,16779,United Kingdom,306.0
498877,47505,MINATURE COLOURED GARDENING SET,1,2010-02-23 12:31:00,4.95,13052,United Kingdom,4.95
499057,46775A,BUBBLE GUM CHUNKY KNITTED THROW ,1,2010-02-24 13:48:00,16.95,15898,United Kingdom,16.95
499171,22262,FELT EGG COSY CHICKEN,12,2010-02-25 09:45:00,0.85,14006,United Kingdom,10.2
499220,21621,VINTAGE UNION JACK BUNTING,4,2010-02-25 11:32:00,8.5,14606,United Kingdom,34.0
499226,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,2010-02-25 11:49:00,8.5,13148,United Kingdom,17.0
499228,21499,BLUE SPOTS  WRAP,25,2010-02-25 12:01:00,0.42,17863,United Kingdom,10.5
499248,20711,JUMBO BAG TOYS ,20,2010-02-25 14:18:00,1.65,14298,United Kingdom,33.0
499272,21908,CHOCOLATE THIS WAY METAL SIGN,2,2010-02-25 16:48:00,2.1,17032,United Kingdom,4.2
499398,22242,"HOOK, 5 HANGER , MAGIC TOADSTOOL",12,2010-02-26 13:01:00,1.65,15309,United Kingdom,19.799999999999997
499405,21611,SET OF 12 LILY BOTANICAL T-LIGHTS,12,2010-02-26 14:35:00,2.95,14739,United Kingdom,35.400000000000006
499466,21437,24 HANGING EASTER EGGS FLORAL TUB,3,2010-02-28 11:33:00,3.75,17050,United Kingdom,11.25
499475,22021,BLUE FELT EASTER EGG BASKET,1,2010-02-28 12:30:00,1.65,15990,United Kingdom,1.65
499502,85060,WOOD FAN WITH FLOWER DESIGN,1,2010-02-28 15:01:00,1.25,14044,United Kingdom,1.25
499777,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2010-03-02 14:01:00,2.95,12525,France,17.700000000000003
499788,48138,DOOR MAT UNION FLAG,4,2010-03-02 14:57:00,7.49,16159,United Kingdom,29.96
499797,84657,GREEN ROSE CUSHION COVER,24,2010-03-02 15:28:00,1.65,13473,United Kingdom,39.599999999999994
499918,40018E,TEA TIME PAPER LANTERNS,10,2010-03-03 12:16:00,1.95,13097,United Kingdom,19.5
499919,22241,GARLAND WOODEN HAPPY EASTER,12,2010-03-03 12:20:00,1.25,14911,EIRE,15.0
499965,22061,LARGE CAKE STAND  HANGING STRAWBERY,1,2010-03-03 13:57:00,9.95,16461,United Kingdom,9.95
499965,21869,POTTING SHED COFFEE MUG,6,2010-03-03 13:57:00,1.25,16461,United Kingdom,7.5
499965,22495,SET OF 2 ROUND TINS CAMEMBERT ,1,2010-03-03 13:57:00,2.95,16461,United Kingdom,2.95
499968,84987,SET OF 36 TEATIME PAPER DOILIES,12,2010-03-03 14:10:00,1.45,13214,United Kingdom,17.4
499968,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2010-03-03 14:10:00,2.95,13214,United Kingdom,17.700000000000003
499973,21531,RETRO SPOT SUGAR JAM BOWL,1,2010-03-03 14:42:00,2.55,13595,United Kingdom,2.55
499982,20750, RED/WHITE DOT MINI CASES,2,2010-03-03 15:56:00,7.95,12681,France,15.9
500094,84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,1,2010-03-04 12:24:00,3.75,15005,United Kingdom,3.75
500105,82583,HOT BATHS METAL SIGN,2,2010-03-04 12:39:00,2.1,17287,United Kingdom,4.2
500135,20679,EDWARDIAN PARASOL RED,3,2010-03-04 15:44:00,5.95,16096,United Kingdom,17.85
500148,84931A,PINK SCOTTIE DOG W FLOWER PATTERN,6,2010-03-04 17:29:00,2.1,17448,United Kingdom,12.600000000000001
500233,84987,SET OF 36 TEATIME PAPER DOILIES,1,2010-03-05 11:31:00,1.45,13544,United Kingdom,1.45
500306,82581,TOILET METAL SIGN,12,2010-03-07 11:01:00,0.55,13201,United Kingdom,6.6000000000000005
500341,22097,SWALLOW SQUARE TISSUE BOX,1,2010-03-07 14:31:00,1.25,16466,United Kingdom,1.25
500356,82583,HOT BATHS METAL SIGN,1,2010-03-07 15:34:00,2.1,16984,United Kingdom,2.1
500360,21361,LOVE LARGE WOOD LETTERS ,1,2010-03-07 15:50:00,12.75,17158,United Kingdom,12.75
500375,20725,LUNCH BAG RED SPOTTY,20,2010-03-08 09:49:00,1.65,17682,United Kingdom,33.0
500498,22294,HEART FILIGREE DOVE  SMALL,24,2010-03-08 13:17:00,1.25,17672,United Kingdom,30.0
500509,84879,ASSORTED COLOUR BIRD ORNAMENT,32,2010-03-08 14:04:00,1.69,16400,United Kingdom,54.08
500712,21668,RED STRIPE CERAMIC DRAWER KNOB,12,2010-03-09 14:14:00,1.25,13089,United Kingdom,15.0
500715,16225,RATTLE SNAKE EGGS,12,2010-03-09 14:32:00,1.25,16854,United Kingdom,15.0
500730,85099B,JUMBO BAG RED WHITE SPOTTY ,20,2010-03-09 16:02:00,1.95,15078,United Kingdom,39.0
500730,85099F,JUMBO BAG STRAWBERRY,10,2010-03-09 16:02:00,1.95,15078,United Kingdom,19.5
500744,21871,SAVE THE PLANET MUG,24,2010-03-10 08:31:00,1.25,13078,United Kingdom,30.0
500838,21917,SET 12 KIDS  WHITE CHALK STICKS,1,2010-03-10 12:04:00,0.42,15898,United Kingdom,0.42
500861,85099B,JUMBO BAG RED WHITE SPOTTY ,30,2010-03-10 12:45:00,1.95,14680,United Kingdom,58.5
500876,22341,LOVE GARLAND PAINTED ZINC ,12,2010-03-10 14:02:00,1.65,15218,United Kingdom,19.799999999999997
500917,22169,FAMILY ALBUM WHITE PICTURE FRAME,6,2010-03-11 10:26:00,7.65,13599,United Kingdom,45.900000000000006
500919,22466,FAIRY TALE COTTAGE NIGHTLIGHT,1,2010-03-11 10:48:00,1.95,15311,United Kingdom,1.95
500998,22203,MILK PAN RED RETROSPOT,4,2010-03-11 13:43:00,3.75,12957,United Kingdom,15.0
501004,22475,SKULL DESIGN TV DINNER TRAY,1,2010-03-11 14:15:00,4.95,17841,United Kingdom,4.95
501049,21344,MOROCCAN BEATEN METAL DISH,48,2010-03-12 10:41:00,2.95,14646,Netherlands,141.60000000000002
501133,20990,SPRING FLOWER CHOPSTICKS SET/5,10,2010-03-14 10:10:00,1.95,17920,United Kingdom,19.5
501143,21181,PLEASE ONE PERSON METAL SIGN,48,2010-03-14 12:32:00,1.85,13183,United Kingdom,88.80000000000001
501153,84534B,FAIRY CAKE NOTEBOOK A5 SIZE,1,2010-03-14 15:07:00,0.85,15665,United Kingdom,0.85
501280,22468,BABUSHKA LIGHTS STRING OF 10,1,2010-03-15 14:13:00,6.75,17841,United Kingdom,6.75
501530,84836,ZINC METAL HEART DECORATION,24,2010-03-17 12:47:00,1.25,13089,United Kingdom,30.0
501541,21462,"NURSERY A,B,C PAINTED LETTERS",2,2010-03-17 14:23:00,6.75,13478,United Kingdom,13.5
501550,21539,RETRO SPOTS BUTTER DISH,3,2010-03-17 15:29:00,4.95,13371,United Kingdom,14.850000000000001
501550,21246,RED SPOTTY BIG BOWL,6,2010-03-17 15:29:00,4.95,13371,United Kingdom,29.700000000000003
501795,21327,SKULLS WRITING SET ,1,2010-03-19 13:41:00,1.65,16508,United Kingdom,1.65
501828,85099B,JUMBO BAG RED WHITE SPOTTY ,20,2010-03-19 15:45:00,1.95,15218,United Kingdom,39.0
